playlist_id,nombre_playlist,creador,tipo,num_seguidores,fecha_creacion,genero_dominante
420,Hip-Hop Urbano #420,1151,personal,102,2022-08-18,rap
421,Latin Hits #421,702,colaborativa,120,2023-02-28,reggaeton
422,Latin Hits #422,2719,colaborativa,5,2022-12-25,latin
423,Metal Energy #423,2075,personal,4,2021-10-26,indie
424,Flamenco Moderno #424,955,colaborativa,3,2022-09-24,flamenco
425,Vibes Nocturnas #425,2171,personal,170,2023-12-09,flamenco
426,Éxitos de los 90s #426,614,editorial,54,2021-07-07,pop
427,Relax & Chill #427,editorial,personal,195,2022-08-28,indie
428,Metal Energy #428,415,personal,132,2022-09-19,clasica
429,Rock Alternativo #429,751,editorial,29,2023-04-13,reggaeton
430,Latin Hits #430,4942,colaborativa,76,2021-11-24,indie
431,Clásicos del Pop #431,4943,personal,50,2023-06-11,electronica
432,Relax & Chill #432,2469,personal,52,2021-02-24,clasica
433,R&B Vibes #433,editorial,personal,579,2022-11-17,clasica
434,Clásicos del Pop #434,4252,colaborativa,25,2023-08-16,clasica
435,Fiesta Total #435,2433,personal,8,2021-11-27,indie
436,Latin Hits #436,editorial,personal,73,2022-09-26,indie
437,Éxitos del Momento #437,4958,personal,131,2021-10-01,rock
438,Reggaeton 24/7 #438,266,personal,137,2023-04-13,rock
439,Baladas Románticas #439,editorial,personal,1025,2021-06-05,electronica
440,Metal Energy #440,1162,personal,24,2021-09-29,pop
441,Vibes Nocturnas #441,251,personal,1,2021-10-19,flamenco
442,Rock Alternativo #442,2317,personal,29,2022-02-03,latin
443,Reggaeton 24/7 #443,2388,personal,53,2023-03-04,clasica
444,Vibes Nocturnas #444,editorial,personal,357,2021-03-10,flamenco
445,Vibes Nocturnas #445,1228,personal,20,2022-06-23,reggaeton
446,R&B Vibes #446,2682,personal,31,2023-11-14,r&b
447,Flamenco Moderno #447,1868,personal,34,2022-06-06,indie
448,Reggaeton 24/7 #448,editorial,personal,1358,2023-07-01,indie
449,Latin Hits #449,918,personal,34,2022-02-17,r&b
450,Relax & Chill #450,158,personal,93,2021-03-15,pop
451,Éxitos del Momento #451,4563,editorial,32,2021-11-13,indie
452,Fiesta Total #452,3978,personal,1,2023-02-14,clasica
453,Latin Hits #453,1440,personal,7,2023-02-10,reggaeton
454,Música para Trabajar #454,165,personal,63,2021-09-28,pop
455,Vibes Nocturnas #455,3432,personal,30,2023-03-23,clasica
456,Éxitos del Momento #456,4895,personal,30,2022-09-25,flamenco
457,Música para Trabajar #457,827,editorial,190,2022-02-14,rock
458,Electronic Dreams #458,editorial,editorial,847,2021-10-29,rap
459,Fiesta Total #459,458,personal,6,2022-10-19,rap
460,Latin Hits #460,1720,personal,28,2022-02-14,rock
461,Baladas Románticas #461,3842,personal,41,2023-11-13,latin
462,Flamenco Moderno #462,215,personal,1,2022-12-07,latin
463,Metal Energy #463,641,personal,22,2023-01-30,flamenco
464,Éxitos del Momento #464,2920,editorial,171,2022-11-22,rock
465,Relax & Chill #465,2834,personal,69,2023-09-11,clasica
466,Electronic Dreams #466,3932,personal,23,2023-07-14,flamenco
467,Baladas Románticas #467,783,personal,15,2022-08-31,electronica
468,Relax & Chill #468,426,personal,16,2023-11-24,reggaeton
469,Latin Hits #469,2168,personal,88,2021-06-20,clasica
470,Vibes Nocturnas #470,4333,personal,25,2022-07-28,rock
471,Relax & Chill #471,2102,editorial,92,2023-01-29,flamenco
472,Indie Rock Español #472,2788,personal,119,2023-10-25,reggaeton
473,Reggaeton 24/7 #473,editorial,personal,623,2022-01-11,electronica
474,Hip-Hop Urbano #474,4445,personal,145,2021-05-25,latin
475,Indie Rock Español #475,914,personal,17,2023-10-19,rock
476,Lo Mejor de Hoy #476,1267,personal,15,2021-11-28,latin
477,Rock Alternativo #477,1306,personal,5,2021-12-08,r&b
478,Música para Trabajar #478,3308,personal,14,2021-05-04,rap
479,Vibes Nocturnas #479,2401,editorial,74,2022-06-19,electronica
480,Hip-Hop Urbano #480,4246,personal,25,2022-08-05,rock
481,Reggaeton 24/7 #481,2682,personal,8,2021-04-14,flamenco
482,Éxitos del Momento #482,editorial,colaborativa,113,2021-04-02,reggaeton
483,Vibes Nocturnas #483,4037,personal,33,2022-05-08,flamenco
484,Reggaeton 24/7 #484,4823,colaborativa,38,2021-02-15,electronica
485,Flamenco Moderno #485,4331,personal,79,2021-11-02,pop
486,R&B Vibes #486,3573,colaborativa,62,2023-12-16,flamenco
487,Latin Hits #487,3325,personal,9,2023-09-11,rap
488,Flamenco Moderno #488,2098,editorial,16,2022-12-12,clasica
489,R&B Vibes #489,3027,personal,59,2023-07-17,electronica
490,Vibes Nocturnas #490,3217,personal,9,2023-12-20,electronica
491,Vibes Nocturnas #491,857,personal,81,2021-03-05,latin
492,Reggaeton 24/7 #492,3620,personal,53,2021-10-12,reggaeton
493,Lo Mejor de Hoy #493,1622,editorial,38,2023-11-11,latin
494,Flamenco Moderno #494,3319,personal,51,2023-06-08,rap
495,Flamenco Moderno #495,2032,editorial,5,2023-11-11,flamenco
496,Flamenco Moderno #496,4846,colaborativa,39,2021-06-29,electronica
497,Música para Trabajar #497,3380,personal,30,2023-05-05,pop
498,Éxitos del Momento #498,1240,personal,35,2023-11-13,latin
499,Latin Hits #499,1570,personal,20,2023-10-06,clasica
500,Lo Mejor de Hoy #500,editorial,editorial,631,2021-06-25,pop
